 format: day,hour,forecast,value  location:53_124 Start : 20260706 
 7,1100,+8,80.000000 
 7,1100,+9,80.000000 
 7,1100,+10,80.000000 
 7,1100,+11,85.000000 
 7,1100,+12,90.000000 
 7,1100,+13,85.000000 
 7,1100,+14,90.000000 
 7,1100,+15,90.000000 
 7,1100,+16,90.000000 
 7,1100,+17,90.000000 
 7,1100,+18,90.000000 
 7,1100,+19,90.000000 
 7,1100,+20,90.000000 
 7,1100,+21,90.000000 
 7,1100,+22,90.000000 
 7,1100,+23,90.000000 
 7,1100,+24,95.000000 
 7,1100,+25,95.000000 
 7,1100,+26,95.000000 
 7,1100,+27,95.000000 
 7,1100,+28,95.000000 
 7,1100,+29,95.000000 
 7,1100,+30,95.000000 
 7,1100,+31,95.000000 
 7,1100,+32,95.000000 
 7,1100,+33,95.000000 
 7,1100,+34,95.000000 
 7,1100,+35,95.000000 
 7,1100,+36,95.000000 
 7,1100,+37,95.000000 
 7,1100,+38,95.000000 
 7,1100,+39,90.000000 
 7,1100,+40,90.000000 
 7,1100,+41,90.000000 
 7,1100,+42,90.000000 
 7,1100,+43,90.000000 
 7,1100,+44,90.000000 
 7,1100,+45,90.000000 
 7,1100,+46,90.000000 
 7,1100,+47,90.000000 
 7,1100,+48,90.000000 
 7,1100,+49,90.000000 
 7,1100,+50,90.000000 
 7,1100,+51,95.000000 
 7,1100,+52,90.000000 
 7,1100,+53,90.000000 
 7,1100,+54,95.000000 
 7,1100,+55,95.000000 
 7,1100,+56,95.000000 
 7,1100,+57,95.000000 
 7,1100,+58,90.000000 
 7,1100,+59,90.000000 
 7,1100,+60,90.000000 
 7,1100,+61,90.000000 
 7,1100,+62,90.000000 
 7,1100,+63,90.000000 
 7,1100,+64,85.000000 
 7,1100,+65,85.000000 
 7,1100,+66,85.000000 
 7,1100,+67,80.000000 
 7,1100,+68,85.000000 
 7,1100,+69,85.000000 
 7,1100,+70,85.000000 
 7,1100,+71,85.000000 
 7,1100,+72,90.000000 
 7,1100,+73,90.000000 
 7,1100,+74,90.000000 
 7,1100,+75,95.000000 
 7,1100,+76,95.000000 
 7,1100,+79,95.000000 
 7,1100,+82,95.000000 
 7,1100,+85,90.000000 
 7,1100,+88,80.000000 
 7,1100,+91,80.000000 
 7,1100,+94,80.000000 
 7,1100,+97,90.000000 
 7,1100,+100,95.000000 
 7,1400,+6,80.000000 
 7,1400,+7,80.000000 
 7,1400,+8,85.000000 
 7,1400,+9,90.000000 
 7,1400,+10,85.000000 
 7,1400,+11,90.000000 
 7,1400,+12,90.000000 
